id,target,,,
ZmRrOTJWQktGQ0wzN1NJenIHrDunE+WQyR2jE8nc7NA=,1.009159,,,
ZmprUmxXWGFjSWhIMm5GStOmWQUckZ6WNWIyg+CU5vE=,1.011706,,,
ZmJ0d3hQeVMwYThRcE5Ga/aoR1Ix/fku8PjwsAKh6AA=,1.00282,,,
ZmhJU3JYRllDVG1BcHZOVruWM4y8uR3Zq7Us9g23pRE=,1.00282,,,
ZmFCTDNqOEZ1VWJ4U0huTjZTtDZJuUVoA8zEFCp1U+o=,1.00282,,,
Zm9LWXdxeU5QTGFKOUVRTXTKj/dJsZG1ZwNteS54EdU=,1.00282,,,
ZlprUXdyNzVsQ285Ymh0Z+q5f5JVRybyz68rR8n3rKM=,1.00282,,,
ZlhrQTB1aENQckY0QjFWNtGYZaSGoC0jYX8MIg5GNVQ=,0.9999535,,,
ZkxBTTkwVjNrcVJ6bnRYSZZmJAW5mRZHz40LeB+dTgQ=,1.00282,,,
ZkU3cTUzZDZ6YnVWWFNvVP6m3MUzoVy5RsH4iWFpnQI=,1.0020065,,,
ZkhwUTJSeVVDM2JhNUZBeueDzL/fVhKJm86ISU3dWw0=,1.00282,,,
Zkd5RFY2N3BQMVN4S1JUWXu3khR1xkpjy2Bpo9r9FtE=,1.00326,,,
Zk9JZWMwZ0hZdVJkbmtHd8c6QWs72ino8t4glJx8wD8=,1.008136,,,
Zk55MlRia0JYRnZ1bloxbDav/C4PL0+A8kTilc0od5w=,1.00282,,,
ZjN3NGs2eGxZcEJ6TEdWVw5nCqnosotxNw3RPZpwTDY=,1.00282,,,
ZjlZTVhIY2d0MUJOejdsVjJ+nOV+3P2s9venBfrp7OQ=,1.001066,,,
ZjJWZ2l6c0RCbENwclFLSEklbxwDisWy7oBpEH69Y5M=,1.01151,,,
ZjJPS2hXRmVINGpFaU5BTVaAO+/YpGykoZVfMLiK9ac=,1.00282,,,
ZjJIcTdUOGlsR3M5TDZhWdp5dzthX23uafyzDOgG0hw=,1.00282,,,
ZHV2THFZeVBqeGNURmxWaJh9ADxchYdEuK7WMIpOf5I=,1.00282,,,
ZHNORUx5OGd4OTRybXRKN/kZRPELaJ4IBXDhTz9IbvE=,0.988547,,,
ZHlGdllBa3d4cDBTSlpuUEJKhdneMr4eE+ePptcDWXU=,1.00282,,,
ZGxFY29VQkt2MlZ3U3J0adXMCz0MxyfyC/6Gfk6tPkU=,1.00282,,,
ZGtDY1BXTmYyczBlaXZiNOm6z2Us8rsRgqVcIN6KRCc=,1.00282,,,
ZGNBTlRIZXkwRjdFWXFWOSqkkU4UhXn8RRzI+ijQz+4=,1.00282,,,
ZGk3SU94RDZCOFJOMmN5VL+0bgNf/cCW9czWJizrQwg=,0.9916882,,,
ZGc3ZmVKWHdvU004RXhWYhHjvq331w3w2DWii+mlXDI=,1.00426,,,
ZG96T203RVlxMGdVYWVUQW5NEB5PAiU3FKbERWElv0w=,1.00282,,,
ZFIzSjY3ODlXVjJ3MFB0RzYlmJpXa1HUVVPurnFSVg0=,1.00282,,,
ZEZZOG1RMWZIQk96cWdqV3Ij/wxBr6Q0lIJHcTq0lUk=,1.00282,,,
ZEZScnFvR1FUWWE4anY5QtmHA4sCneZReXBfjLy9MWg=,1.00333,,,
ZExTc0J6M1FhV28xUndqWBjlactKFAPBcwxWQPhBzVk=,1.00282,,,
ZEVEbDg1T2pJY2ZhazR6dTAEqeD+EobFbu1VY3/e5YQ=,1.00282,,,
ZEJsRXp0Zk45d0w2bWtnNyQxhjetSl2e7h6JqL94kkc=,1.00307,,,
ZEI4bWg5TXdRVkpsSHpFNU9EHpjsIPIbvNRSA9HYI3Q=,1.00282,,,
ZE5aZkM2RnNYNFlIS1RPd5d7OgVHUrkGkkVjSa11zzE=,1.00282,,,
ZE1wZTdic0hrZ2NxVUNCWLX70Dq3MzL+EG6myJHLr0k=,1.00282,,,
ZDRSbnR4NWtvVXBRVlhEN7uRBPw4BSCs2o8gJMJUN+A=,1.00419,,,
ZDNsaDBuemk3SHFiNjJDeMZlFj/KK8pYE9YxXqNmvXA=,1.011706,,,
ZDh3RENMQVJLakloZ2FtWP/iwP0y/OEiD91oRepxzIE=,1.0016696,,,
ZDBhSG54YmZDWHdoV3FSWfgNzmIUl8RtaXDBD8W7Gqc=,1.00282,,,
Z3I0SG5HZURrQXVhOENCMsy3fvMJee91bkk6n5LSXd0=,1.0004515,,,
Z3FyNmRaV1F3c0p4Y2hMQp8DH/02YhbevMoHcIIgX/o=,0.9940797,,,
Z3c1TGxZTm9WY1M4ZHJBYhlFS1srNTiJFKsSFknrXTE=,1.00407,,,
Z3B2Mkh5Y0lkVTlDTURRZTyj5SCUmDMGNCHXmwYCQW0=,0.9905602,,,
Z2tIYWJENU9XZlpNQUw4SmfIKZ9i7FasX5A9WXfZRtE=,1.00282,,,
Z2s5SUJEY1N3N1g1c21XSIyj3SKLHLqkb8J6AAffkBk=,1.00606,,,
Z2RVTmhNYUJ2OFNqZndsMAnaOPpejjTmdh6sawMEGDg=,1.009612,,,
Z2NBZkUySXNSS3lONEhveCLJJekWxPdA+6q30P0Su0M=,1.00282,,,
Z2lYbkVRb095SWpMc3FOcpUQy7QhR7+99Qveg78pTu8=,1.00734,,,
Z2lHTkRTS1VzckVQdXFmb0uPtNTAnRTfE1HNQrnpJIk=,1.00282,,,
Z2JqTHV3QnFNMVZmaEd2Nxbj4MAZL6ozHciUjQ6nMOc=,0.996353,,,
Z1R6akN1OG1ZMHhJazJXbBJ0+Rc0dIK8CvIN5nMqRt0=,1.00726,,,
Z1J4RVZpTndVa1A4WDFtSXOTM6I5KIlUM0YYCCdSqvc=,1.00653,,,
Z0kzTkdlZFlUaXJ2YlJBdNT3u9ldhTk2RExbBoWKeZQ=,1.00444,,,
Z0JhUk13aThidVlIRWNtV5zfmIlBO877tkpWK2152ik=,1.01189,,,
Z0gwNEw5MnFLZTdEeEVwdCbMhGxJdi0VWkNostwMvNQ=,1.00282,,,
Yzl1RlM2T3BteGg1eU13SjgWX/BQ1d2FHV2G3Q5xr28=,1.00282,,,
Yzk1ZEhoSnZPSWkwNENMNp5VhgfoRaeveKKe0GVgZN8=,0.9957837,,,
YzFmbzZpQndJVVAzcXBTdL8ACZfIIJWhvtUgp9nL7uE=,1.00282,,,
YzFlWmtoMFgyUnhUQm45bBXJeI7J9RIzhlGN2UbUvJY=,0.994297,,,
YzdLU3lCRXNQR1lqVmZMb2CztPtBnBc7Nj6h2REWck0=,1.00282,,,
YXNyUmN1VktVV2dJSHZsdwFXvmOX4h3ysVvt6oeWR0Q=,0.992811,,,
YWt6VTFXb1lwTnRtUlBmatTROklnsy+ciBgUcv686Jo=,1.00282,,,
YWNyTHloYndwS0RGbmpmOX3Y1WU/fFYCL2z6eLhkIBs=,1.00282,,,
YWM0alg1ZnJKMFNPVEI2OBT3x0zDnycMO44MIiy8EUM=,1.00282,,,
YWhWSms4MzFOd2ZiNlFXbEiVLsggwVnBzzYfSlar+qo=,0.991052,,,
YW5EcEV1NzhGNmRpQ29VaEB9QeHIIeCRhmR8DcM8zOg=,1.00282,,,
YW1OV2NiWGQzUFN1WWY0RGDeQ4jWqP+JCfN7fSxMhCw=,0.986767,,,
YVV6a2dZRWR4ZXVJU1RHWH6gZOSME1caj/waGvT7xB4=,1.00282,,,
YU5oYktUNTlIN3ptRzJsV/CDs91VCF6b9CAy117KfLw=,0.9959838,,,
YTJRY203cjNBczR5VUowZyQG8rZeNrmZWRDqc6T2ErQ=,1.00282,,,
YnRkRnVydjZBQ1ZQY29aNLcMVLOUe1oi3ouEQ1/xjww=,1.00307,,,
YnpnNkI1V2o5U0l4Tm1mcbf9eLB3Y5e/GRsdMJ0awbM=,1.00282,,,
YmZEMTRkRVoyWGFuUVlwTYvL4CUNTD3qfoH2b5RDVa0=,0.991052,,,
YmprbU9QbzRHSlc3MlNWbljk0cNNar/f1WR+RQ0WlpM=,1.00512,,,
YlltNzJOdWRVT1RScmpBNoiaP17I+qElnZ6EjybOhI4=,1.01322,,,
Ylg1N2poeEVIMUM0VmV1Y3CbD7TOR5LaRJ2XrEnf2lM=,0.992636,,,
YlFCMEE5TmhLelNGVDJzN9ypoGhXOFv/zGU389B8c/I=,0.998808,,,
YkNKZUt1VDFjVWF3OHFkUAXzPN2YT738X5xGj9GdD80=,1.00282,,,
YklIQmRYaUYxV0RDdWtuUN0NM9ZyF99KYap9hCDxnzs=,0.9960842,,,
Ykl0TzdvMUYyOWdNRWFlSh8qKgc3N7KcrVLsAnvL+fI=,1.00282,,,
YkkzdFo5aDY0TFUxQnFXbIccIyMCSbCPJUNHY1ML8qQ=,1.00282,,,
Yk9zb01WZGVjeXVqRjRFeEHWcvzXPHBMrkR5uMz9e6E=,1.00359,,,
Yk5rOXFnUExWakJVZjhUWj+G6gFbx5QTmB9f/oDc+IA=,0.9995341,,,
YjUzMTdxQURaeEVoT0tNRqkeemQzisWFoZF/yNNpZ/M=,1.00340,,,
YjNZRDhvYUp0eGtDZkVsd1MVgyC6WjDUwPfJrOe4iLk=,0.9942563,,,
YjhvbnNobFcwVUROVExtaXx5xRnwZM/LqwIBHqX8OLU=,1.00282,,,
YjdndzV0UGk0WXhOZUtTZsjSMhanhmPMfgJNdEBD/bk=,1.00419,,,
Y3VueDJQZDdmd3Z6SWI1NmeQEqve0xC4FczYcT4/4bo=,1.005523,,,
Y3F2WVZwSm94N0l1RWRDS/Kw4OhzMQS/31rebSVnUm0=,1.00282,,,
Y2ZJSkduQXRXcnNFdzFGS3LVVplPSzh2EFSaUYzIvhI=,1.009245,,,
Y2oxOUZyZVlQU29md1I4S00SHhFIL5CveoZGIXk9LSY=,1.00282,,,
Y1ZEYU5ka0F4bUNvdkkxVKSk8OZmLArpm9DV6JkzDOQ=,0.9949735,,,
Y1k5MEk3cURYTThyczZmQtsjNLQyEXYnsmM4DBAxfGo=,1.0026385,,,
Y1hpNkFoVU5vMldtclFPdorI4wyWsAzPz0OS7T9R9u8=,1.00467,,,
Y1E5WkVMZzVlNmFXMFJ4bLc3jrc/uXQkEXi3j98qySM=,1.002985,,,
Y0YzQVVnaGRpRUdJYjk3UVzK3L6hAz5oAk1+fyVCAP4=,1.00282,,,
Y0xzcG1iSzlsZFhQdk1nQkIq2knIEOOHrZ83Tuy/i4c=,0.990554,,,
Y0lYbUhFdENVUDVNRmdyRBPbIiupMvI+BFxeyTsgxu8=,1.00282,,,
Y0FJVEx6V3lsM3dlb1pmUCQwDTxCshnjKSSmUHtVFtY=,1.00282,,,
Y09vdVJOMmpIbE02YXN4TKky6Y5kU11qSl/FV5xdyQQ=,1.007767,,,
Y09obENlOVBOYlpZbUhqQrNgLABLOoryr3KRI7htySg=,1.00282,,,
Y09GOU1rYlEzbTVKdjZLc0ASk5ylRxWV9e3jsK9QzZY=,1.00282,,,
WXU5Y21FdkpLeWZyVUxkNMKKiyLw5CY/fXP8PITFl5o=,1.00282,,,
WXh5c2s2SkFxZVZkVWNDRfVgSSy0iUkfkVtWkPV4c/w=,1.00282,,,
WWpwTDQ4dlRGeWtyVndPTsSOhp1AC1SAG8m8n8sAF4k=,0.996245,,,
WWJTMFdWUEJxeG40N21zckyI2fYW4MOORmsv6PuIW+0=,0.994297,,,
WWhrSEtKTGZ4RDcxbWw1NIU8qwHmYTJ9ccsW2bpPkbI=,0.9869509,,,
WVgwUWNPOWJINHVydndWbJbVh/cN7zGoBiRf15EHt0Q=,0.992636,,,
WVc1dzdSUTNhY1VQemZqSobzjxOQj0Pqw2x39TuaI7w=,1.00244,,,
WUZFZWJmeEM1OW40cnZHUk/KZcL98YdZUc0STUuQwVg=,1.00282,,,
WUUyeVhrRGxKcnc3S3pOML4mnap/VgIvbzKG7nr6sG8=,1.00282,,,
WUs3UXN6NGRISmdhcUFpTUeqYlgWeVHwmDy7QkUo3IY=,0.9918141,,,
WUcxT2txYWpmUk44cGh2MvC8uGEGBbORjRj+jsPK7Z0=,1.00282,,,
WThxcGxWYWJuS3hnRkQ1U2z61m7/ug4QJhxHLbbb3ws=,1.00747,,,
WnlVMm9ydXB4WGJjTkh3VvT9rHQBYCG8l72Ct+ra2YI=,1.011706,,,
WnhRZ1NUempmblJPUEk2S3x7Qw+LGheCD+I7AiwBDi4=,1.00282,,,
WndXZTVMdkhLeEZ6akoybOrv7eUH3KfO9k7bUexxWzg=,0.993929,,,
WmI0ZTlYOElNTHNseEVQa8L2+ZbDjIavtA0a5EH7EG8=,1.00282,,,
Wmd1TmxtS1FSQmpKYjFvU3Jhdze9rCBqd1nG5DxZ4t4=,1.00282,,,
WlNwZ2pWQzUyZVEwOXdMek1Uz7UbH34H6fyh7DnJSIc=,1.00282,,,
WlJ6c0tNUHRja2RqVUpUMjEgBTjcL8YdKk6Gf4tt2qc=,1.007955,,,
WkZSc3dZUWc5Y216VU9yYsE62+Yx4X/zA6H+UUHIr/0=,1.00282,,,
WktCSHdEQWJzOGk5bTZrUqkFOAE5QNZpNh/sKPkSaWg=,1.00282,,,
Wk5qRTUxRDhJbm1wc29mecuhaYMulPpa1r2anC+0mU4=,1.00723,,,
WjBITWhXVFlicGQxRXllUhh9RyU+YRTmcjRYw3vzdNI=,1.00282,,,
WjB6MW9kT1VGWXFTNnR2Qy8t+MFe41bKBGOu19f0u7Y=,1.00444,,,
WHVLd0dsWWc5Uk1GQlBWZRwcK+Whr+/kFcNNNR4rCwk=,1.00282,,,
WHNvVk9ZQlptZnA4NGhVSeOMuVxtW8yPSpkPb4SRANo=,0.988547,,,
WHFoQ3lBTmtZTGw2dkZQVAz73DFJDaDiNm16GLv9nhA=,0.9982078,,,
WHByOWpEMzZSQ2x6S2VMbyOB2VNnQfEh1IYQVa0rkHQ=,1.00282,,,
WGtyaHZGMXM2TThJMDl5YSxHSZYHGG/xKJefAP0TxmE=,1.00282,,,
WGJGNVFSRzQ5cDNyaEpITIDFfe9lY4h4ZhBWNAwLgqk=,1.00282,,,
WGFzRm5wMldBVmtvdVRJWe8YynDHMZi9pr9t00UFtjA=,1.0015114,,,
WGdIMHViV2FsS0dFM3hBZd5jmEBsSD8k/owk+mtsFBI=,1.00253,,,
WG53b3B5QWNFTnFMbUtnZoWpFeNo/IJYyFFeEDB6siM=,1.005523,,,
WG1FbmRmS1Rjb3FGM0N4OUNj6jOtcAJG0P3mmw4DkTA=,0.994113,,,
WFVkeDZMdWNuajlSWkFmaMDScYyNOV4gxyvSneUoLHI=,1.00282,,,
WFpxdUhBZG1OUEowNGw2ZVId1iyvxelB3vaK6rPCT3Y=,0.989658,,,
WFpCWWtlMGxxbXJzOUNnVqsM8v+W7qVAF3QcHeRVIFs=,1.00282,,,
WFlLcEpmdnloemFDWmsxZI1C9y4WRwYI2Z61ubS/4eI=,1.004329,,,
WFkyc01iTHBVMUlESjg0d3sqGptuAj3L+obuMDclR5U=,1.0023798,,,
WEJZNWZzV0FoQ2tHVjJNRBppuKDiAIt9q40ht4WVKa0=,1.0023576,,,
WE5qU1FDemc4NHJvQW41TYL8p+uOHXrGxbVKjPGoQus=,1.0015114,,,
WE04bVpEaWNCMXRzNGU2NQApqCiBSFD46TLBmhHkqB0=,1.00307,,,
VzZWOFA0SGtJZFltSzlKM8jiT/D9c9ShjRkc7KrBFAs=,1.00282,,,
VzM0dDdFcjZUbGdQU3NBObLaq1wdJuVjKSy+uNhp1O8=,1.00282,,,
VzFNbzQ2Q2xHdm1RM2pmcIaX2f/vw++QfTOzFWIGJOg=,1.0004382,,,
VzBLNnZSYTNWcmlTbE51bp1bEZWnwbNoWzSmDirICLw=,1.00282,,,
VXYyRkRLSTM4Z0xZNkN3NLwQAMUGF14meXT0Gtkh9H4=,1.001288,,,
VXBmQjlxZ25ES1dUMjZpRXCSm+XVI8AOj6KOog5xUZ0=,1.007767,,,
VWUwREZicVZ3QTdyZjFjeQZbD4YyJ2JMfObKrigNy50=,1.00282,,,
VWtpS3oyZ0FCb1N2bjFDNUT3X9PzTySI0YhCOgmtafc=,1.0021603,,,
VWQ5Vk5aSzhhdWg1ajJRSBe1MprfLIw8Dbj3y/FeLnQ=,1.00282,,,
VWJtNUtpT25wSkZ2N0lTOSd5QrhPJeFAbhpA1X3ligw=,1.0019795,,,
VWhQVEVPeE43Z3FBYmFENRk+vXKpqnZktrnrcUZT3VI=,1.00419,,,
VUZERUFpNmQyZjBKcnNPUovAAxT+vQxsFMe/fw8t4VM=,1.00282,,,
VUpjZzRFaXdvSFh5aHpmN4go6QWNNxmoCemy9BMAizk=,1.00282,,,
VUlyT2QwWmpobHc1V0s2R7z975iR6CcOeaYp4sIIq3Y=,1.00282,,,
VUhWV1RLU041ZDkzaGlZcPdCXUBxS/NeFww+l1I5rP8=,1.00282,,,
VTBCRFd2azNqejI5b3JDRcmzItFg8eqBrLuzEaKQr9Y=,1.01322,,,
VnVKU2g1Z3d2RkFqS1cydAvEn97oQmEb/SXeG2ihv2M=,1.0004771,,,
VnoxQkZ0YjNJc2hHMmNBUxTL+LSWhDaLPV2HI8NV1zE=,1.00282,,,
VnNMVzloY3FkSFE0WTZwM7SS2cYpWEqkcPYjx2aZeKQ=,0.994297,,,
VndsQkVlY3l1OXNnTUFkYhFR3PJGzeTTLehj/JbjM88=,1.00282,,,
VmZyWUhCRFpGb2JqUXdMdbliPhAAy3BJOTVmPXMkRIo=,0.993129,,,
VmU2NXhBOElUMVVLeUZROdNdkxpVPn4S+OqCCpxYcrI=,0.9918141,,,
VmdyN0tIRTZodlBXRnA4OW6FTw+RJ2zgy/+g8ZSxwOQ=,1.00282,,,
VldpT3owc2dZTG1QU0RxR/6FKCUXOkUVnUTYEzlYhXI=,1.00282,,,
Vk52VVhFb3F0OVJUNU0xQaGwhXaoVW09PLwcDSki//Y=,1.00282,,,
Vk4wMkpBeWdzRGJTY0wzSYouSCd/+tyHTpjm0AVtr+I=,1.0011621,,,
VjZuZktySUJ6OGtOZGdDMbXzGiBBmFqGwOOxTDkHp3U=,1.00282,,,
VjZobWk3a3hVT05zUTJUZVwF/RpllAiIgH61fDVP2P0=,0.9985116,,,
VjhQM2FKZElwTzJZbmNqUjUxDwu48DkvotSZtRYDoaM=,1.00282,,,
VjBIak9GOGlXa3BCUWRYYQnDlW934leAUq6b9Mco4c8=,0.9945963,,,
VHNYMU51MjNRS1BNd0JMVb4nTLnRazsveVQpgZUJxjQ=,1.00282,,,
VHNvcW03SHdLZ01CajIwUAOJ3XuMELg09v6qMYgjwvk=,0.9996184,,,
VHIzU2wxY2FFOEZxSmhRdTyFsx0qgeinJzHMcnwPnvs=,1.00282,,,
VHFMeU1LZGZObVhKMXpIT2OCnewh0nkx9nagb9EKdyU=,1.00282,,,
VHFlanlwdHVQTGxSTndIVhWx+RSR1hZFfjzv9/n+3Bw=,1.00282,,,
VGZHUnQ3blVlZ2lJNXdyWBYVYzzpmA3qBhcuVelnPzg=,1.00295,,,
VGw0bkhJb1V5QTViSzIwUc7KfUAKonlO4Q3xaSz0D0g=,0.9905602,,,
VGtscE92eU5pQVJWS3U3ZzgmefMSZWp6FHnzN0dmejg=,1.00282,,,
VGtQRVhNUTh0MjlPVkRTbBaoiFApUtrXJyAvtSWv788=,1.00282,,,
VGtlcHptUlhXQmdvdVVWcs+4Ej2OxDY3ah5wkXEsscU=,1.00282,,,
VGJ3T0VBN1kxY1JHbVdaeqh/ZBr2fxw3hY+d+3W+JA0=,1.00282,,,
VG5wMm04dkhHSWhKNmNnWmM5vrTc5w8J04dJq4++27k=,1.00282,,,
VG1Wck1zcTVCek85dDJnUzDG7Z1Hv7LwnGqzOfCj17E=,1.00282,,,
VG02SXZDZlVOcnRhMm9IZd8UayB1N45D2xGT1tbb/yU=,1.00282,,,
VFpqTXJueVFHWDZwUGxSMdODMWFKbPsdHuA+fXxLRgg=,0.986583,,,
VEkzbFhBbmk2Y1d6b0xqUaHKqZikJq4LX++wm8Y5nRU=,1.0019266,,,
VEcydW94cXQwZk1QcmVTYd4Bq70Hwhk8cz9ehhxhqLU=,1.0013463,,,
VE1GT0h1M0lYaUNQbWZ5ZKRum+GMTVDPvb4yt+9aYKU=,0.9929443,,,
VE11b1BMUmFzY0dFVTFucmv7glAxnUfB72FIHfyH1vQ=,1.00112,,,
VDVuUzFEWXhGdGdzdlA2akAXIAJlVjlPXI7iuBkfq4g=,1.00282,,,
VDhxS0dVbjM1aWhiZldPNHEcKoQ2hDaNJwJsbrBbpLo=,1.00359,,,
VDFIVjd6aFFMQklXRWdwRIIMGu4vbed1scpl+yqLWI0=,0.990744,,,
VDEzbVZPdkRxNUpVYmk3avwYcbERDCU1jD9cOJ+CLyY=,1.00282,,,
V3RNMUFJTDd5NTBtT1JYamZdMvPL7gpB309NnLXff8k=,1.00282,,,
V3pBNE1ab09ZOWx1eXNqMteVUUFQtE1OudROAh7utCc=,0.994297,,,
V3NHSG15NGIwRmEyVVZTatKP+ocz13Lye+F++z9rN2w=,0.996769,,,
V3MzREhTTTJRY04xZ0ZPRV1v853DyyEjJbYwflHZOzk=,0.9979095,,,
V3k2Tng3dTNzMER3NWhWaqkCYOJD8zMbf3jQOolq2c4=,0.9985025,,,
V3JoSXN6QTU5dEVWWkZ2be1IgOHLWnZbdGr/k+2Jmh0=,1.00155,,,
V2M3SnhHZzB2VmxFcXdhMR8EyzMOp2ZGIazkzwgv3s8=,1.00282,,,
V2lwUlh6bGZUZVFvNXc5SaZX0Jrn/xOyknX5HiWMDPA=,0.994297,,,
V1NRbFRwTkNBWXZqSlVMdXvO1oD2OgeaSf7X5EABkAI=,1.01189,,,
V1lDZjNKakk4UE1zOTJiVDNbAjkCRteD93+LuTAgeuw=,1.00282,,,
V0w3RFRteTEwU2F6YlA0SdZmapzaOh61qNLf+SFtf2k=,0.9995852,,,
V0VSMk41clhBd29tVVQ0TWNk7lbQl5CMSCnIR+ih5y4=,1.00282,,,
V0RZRW92Mk9HMFMxNGNOaXQwDP5b7DdqjInIt1H4cNw=,1.00340,,,
V0FnWnc5bzB2M2xJRXM4T7H/pwtSEmmwbX4pOHwYmiA=,1.00340,,,
UzVuT2dMMWZHWGhQdHhyUV1GFziH4Zwk7rlbYoLUMy8=,0.990210,,,
UzRkMnZjcnU5c3FSMFBNWUC1p/JL5ZNOOk5iZXp0vAw=,1.00282,,,
UzJmbkdMUVlXWlRhSHJjQYfq7pJp4slKgxZ4D7dV1xo=,0.996419,,,
UXRUekd2NHNDZTY3bHVtV3fOZY2093Fljd+j4Pd6tdI=,1.00282,,,
UWNZdkdmcUloQmlUUzkwM08+u7hT+LE12xREpr9RGek=,1.00282,,,
UWhaWTVTazhIZGZsMUI3RBxkMR7ngk5+HEnDeKXndZw=,1.00282,,,
UW1SeDlGWE5TZ2tEMXFBVtKGdonsklz9S9bDxe5HP3k=,0.987687,,,
UVladXhzZkRrQ1hIcjR0TgnPfKVlU7NulDNVFBZfX/0=,0.992587,,,
UVhGQXg1Q284WVRJOWpHS+uKwSYVBeyMsxBYR72eYnw=,1.00282,,,
UUlvaTlCZFptWXBjU2ZYMusGf8VfE7e1yW5ajmJ0cqY=,0.9952683,,,
UUltNVlOd25nSGxkRExDdPK5KLZIOzYv8hZ+730oINc=,1.000634,,,
UUJEcTZhd2dITzRoMDV5UBMv7iJhAjNUWRU7f15PlC8=,1.00282,,,
UUdFbnVTSW9oVjBGalhiNzQDUOftJ90uzPGGrdiVI5k=,1.00282,,,
UUc3Y3Z3aloxV1JNaDZ4cUf42UlBZujP2O7MJ51Zu2I=,1.00282,,,
UTJaZHl3RXpBNnBMSHNLdbcBV4XujJuilcRS+J7R1wg=,1.00282,,,
UnZnb3VGeTVBWk1WUFNHMn3ReQ99oyJBzWJnho88Qtc=,0.9957504,,,
UnQ2Q2RlTUpMUWMzWFlGa8OSBdpBeD3Ja91LxmmmBFE=,0.994113,,,
UndXeVY3dUdrSmQyVWpZM2vDY/bvWEDlS5G4L7IjxpI=,1.00282,,,
UnBEeld2eVZhaU4xM3dUNaWPmTCPAx833kOY7IDIy7w=,1.00282,,,
UmxJS1puRk12bTVjemZxV17U9r+juyBTvEShesJ9WIY=,1.00282,,,
UmU2dFk0b0dkRU1ITk95U34zxgR3mOw38F1xT5iwXe8=,1.00282,,,
Ump3QXZhWE9TZ3RrRTJKTIJUurE6eoPKlg63utfBM18=,1.00414,,,
UmlIRldBSjIxOGJPRHVqR8lfNhOrT/I5Zs9IW0r4Z5k=,1.00690,,,
UmFsRDNUZjAxOXJ4Nk9CSg66amk5qymaXcBFl+CXtps=,1.00282,,,
UlZFNmZZSVV5SHpEZ2xMaAiOlG2v1o/fA4eZcFVSBJU=,1.0026381,,,
UlR2MFdCeWpBbllnMlZDUJfXw8TfXV9bDtX43FTCM6I=,1.00282,,,
Ulh5TVo0SVFOYXNjcXo4bzyo7VyFE/0sgd4wrlOryxc=,1.00736,,,
UldveVNjbGtNdHJOaVFtNl6ijLupX0lDePMAfWPtm/o=,1.00706,,,
UlBVZFRLMzc1Zmh1emtWMffPrGz65vgHF82+N1/87U4=,0.997137,,,
UlAxMFlFc3V6Vml4VEFlZPbdY0AyhXwW/6VYcHePtQ8=,1.00282,,,
UkVLa24yN3kxdFNlekIzb9hiXA+BX3oCaEXiKi1QKFQ=,1.00359,,,
UktFWW1yMVgzMExRQklndZGRSmw/b8calbg6NfuJRhc=,1.00282,,,
UkhnMFRKb0s3UHhNc0czbPvJKzMuWzr1eobkUF5nIGE=,1.007955,,,
UjZtb2VzSDBMQ0twa3VqeEOxtFdyVRzPeyLUCekF/Zk=,1.00282,,,
UjZjRlo0V0RiVEJFT1lMZsCHwxw1qPoCsJRAR4xPxSg=,1.00282,,,
